timestamp,left_ear,right_ear,avg_ear,is_blinking,blink_count,h_gaze,v_gaze,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,iris_relative_x,iris_relative_y
1743122684.739962,0.5143802463495988,0.536268349465719,0.5253242979076589,False,9,Right,Down,529,324,662,323,0.04097218273770111,0.051574866052252866
1743122684.7730901,0.5159344772574851,0.535181345421139,0.5255579113393121,False,9,Right,Down,530,324,663,323,0.046533763194655756,0.03410374110644493
1743122684.807433,0.5207050582302556,0.546154667996225,0.5334298631132404,False,9,Right,Down,530,323,663,323,0.04541065033860279,0.0507250597390006
1743122684.840435,0.5320026565076177,0.558846018171591,0.5454243373396044,False,9,Right,Down,530,323,663,323,0.0479359571364254,0.03475219330527596
1743122684.873045,0.5241910146616034,0.5659548191421597,0.5450729169018815,False,9,Right,Down,530,323,663,323,0.049801717574750645,0.02712126151153421
1743122684.905747,0.5334750230765946,0.5642676875898783,0.5488713553332365,False,9,Right,Down,530,323,663,323,0.048479188560583655,0.02913114180398796
1743122684.939567,0.5368862164064361,0.5653773572794845,0.5511317868429603,False,9,Right,Down,530,324,663,323,0.04567801286015457,0.033973034703245586
1743122684.972573,0.536926389011592,0.5572413259033051,0.5470838574574486,False,9,Right,Down,530,324,663,323,0.049366710760185464,0.03281531341630789
1743122685.005997,0.5361817401209846,0.5561604544719718,0.5461710972964782,False,9,Right,Down,530,324,662,323,0.044278536154035326,0.006821499332264003
1743122685.040478,0.540879953130887,0.5568761672813217,0.5488780602061043,False,9,Right,Down,530,324,662,323,0.03962470966494325,0.02076373464847242
1743122685.073493,0.530299061686847,0.5699657574533974,0.5501324095701222,False,9,Right,Down,529,324,662,323,0.03693423926529182,0.03554555605822324
1743122685.106296,0.5356486878243306,0.5739093897842996,0.5547790388043151,False,9,Right,Down,529,324,662,324,0.03841500175741337,0.03941531024557193
1743122685.139597,0.5397473414983621,0.5757404951792818,0.557743918338822,False,9,Right,Down,529,324,662,324,0.0418456051815406,0.028176689591950244
1743122685.1728158,0.5365686917545324,0.5814083878153169,0.5589885397849246,False,9,Right,Down,529,324,662,324,0.039054332718602425,0.04133158530358344
1743122685.205951,0.5405738234894277,0.5664424777864266,0.5535081506379271,False,9,Right,Down,529,324,662,323,0.04126275527147812,0.03154947267121072
1743122685.239359,0.5653748860055682,0.5759987895953311,0.5706868378004497,False,9,Right,Down,528,324,662,324,0.04382895025087294,0.03476880754981143
1743122685.273041,0.49920822057561237,0.5353595006119213,0.5172838605937669,False,9,Right,Down,526,326,659,324,0.007186850935352243,0.07814466037494477
1743122685.307085,0.5213356236496601,0.5416450828785605,0.5314903532641103,False,9,Right,Down,525,325,658,324,0.0035789457940181985,0.08835526360224982
1743122685.339217,0.538286216880232,0.5613462142672861,0.5498162155737591,False,9,Right,Down,525,325,658,325,0.00020293707192510155,0.10251235302928113
1743122685.372339,0.5248251890673582,0.5484974439640765,0.5366613165157174,False,9,Right,Down,524,325,658,325,0.001909154143930357,0.0981753490638318
1743122685.406548,0.5247625612901774,0.5422769024205725,0.5335197318553749,False,9,Right,Down,524,325,658,324,0.0036747763881156206,0.0960576681435949
1743122685.439627,0.539480312273885,0.5292476168737987,0.5343639645738418,False,9,Right,Down,524,325,658,324,0.007344922738192591,0.08497318726677267
1743122685.472949,0.5487840252830243,0.5152804918705848,0.5320322585768045,False,9,Right,Down,524,325,658,324,0.007530230269607131,0.0840429888429684
1743122685.505879,0.5515535768048492,0.5222180662171853,0.5368858215110173,False,9,Right,Down,524,325,658,324,0.0059409328144685546,0.10301466363920825
1743122685.5403311,0.5464440119170102,0.5343763660577227,0.5404101889873665,False,9,Right,Down,524,325,658,324,0.0023616647466629392,0.1157220948404189
1743122685.5725088,0.5476013823469248,0.5368653474796421,0.5422333649132834,False,9,Right,Down,524,325,658,324,7.551421128924873e-07,0.10678101675441637
1743122685.6067781,0.5505338337669667,0.5378883131778388,0.5442110734724028,False,9,Right,Down,524,325,658,323,0.0024936925435809915,0.09092398881514879
1743122685.6388469,0.5547172543722644,0.5452294443047523,0.5499733493385084,False,9,Right,Down,524,325,657,323,0.0038656081913768826,0.09729299167659139
1743122685.672002,0.5443732882175745,0.5594107759403961,0.5518920320789853,False,9,Right,Down,523,324,657,323,0.0021566633702810242,0.10133008972279806
1743122685.706662,0.5553155749165014,0.5599159502178398,0.5576157625671706,False,9,Right,Down,523,324,657,322,0.0001309054397441549,0.10850245739214986
1743122685.739872,0.5480925347964131,0.5429827042804966,0.5455376195384548,False,9,Center,Down,523,323,657,322,-0.00039263858252695794,0.09208000236189423
1743122685.772574,0.5266312747709244,0.5302533362059133,0.5284423054884189,False,9,Center,Down,523,323,657,322,-0.0010593295788216515,0.07037474849232755
1743122685.805669,0.5342803642377811,0.5455063624109158,0.5398933633243485,False,9,Center,Down,522,323,656,322,-0.00501649989230598,0.07921366752844478
1743122685.840065,0.5360761325559324,0.5322048236790732,0.5341404781175028,False,9,Center,Down,522,323,656,322,-0.005208689231213131,0.07875737648749831
1743122685.872121,0.5619130484512036,0.5471848123229417,0.5545489303870726,False,9,Center,Down,522,322,656,321,-0.0066180129171777916,0.07811899935134398
1743122685.905365,0.5184527692449582,0.5176419154296531,0.5180473423373056,False,9,Center,Down,522,322,655,321,-0.018134950415236877,0.05913047485072492
1743122685.935989,0.5349439286990857,0.5587541097648842,0.5468490192319849,False,9,Center,Down,522,322,656,320,-0.02496568631888186,0.08096269870787037
1743122685.973786,0.5056232598505821,0.522535365439137,0.5140793126448595,False,9,Center,Down,521,321,655,320,-0.02493814625893624,0.06498582782257084
1743122686.006049,0.5217414183344635,0.5278325287960618,0.5247869735652626,False,9,Center,Down,521,321,654,319,-0.032924675535959104,0.08793696901293607
1743122686.0381398,0.5296583067386256,0.5585590363077717,0.5441086715231986,False,9,Center,Down,520,321,654,319,-0.03071420580439507,0.11066194022193304
1743122686.069851,0.5372219529916831,0.5271539614637454,0.5321879572277142,False,9,Center,Down,520,321,654,319,-0.03171327975239867,0.10992428758383471
1743122686.1030662,0.5358865822463272,0.5267270970106975,0.5313068396285123,False,9,Left,Down,519,321,654,319,-0.03557030407187399,0.11650470594864132
1743122686.136037,0.5369042137529106,0.5385498023334298,0.5377270080431702,False,9,Left,Down,520,320,653,319,-0.033631076949530866,0.10483583858859996
1743122686.1695738,0.5308907414364081,0.5386328552700863,0.5347617983532472,False,9,Left,Down,520,320,653,319,-0.034855966567841394,0.08594912269512528
1743122686.2039459,0.5495013330569746,0.5433707225504677,0.5464360278037211,False,9,Left,Down,520,320,653,319,-0.03388837698872474,0.11907609493260624
1743122686.2374558,0.5442412008090483,0.532767462035695,0.5385043314223716,False,9,Left,Down,519,320,653,319,-0.03316568764158129,0.11846752044305847
1743122686.269334,0.5389666134106369,0.5464792394088747,0.5427229264097557,False,9,Left,Down,519,320,653,319,-0.0347700883238878,0.127857508957741
1743122686.3028429,0.5506837417037106,0.5311268553181764,0.5409052985109435,False,9,Left,Down,519,319,653,318,-0.030982317194059375,0.08491863470321809
1743122686.335812,0.5391084626918183,0.5571560854140728,0.5481322740529455,False,9,Left,Down,519,319,653,318,-0.03244646603092116,0.12561107895782903
1743122686.36943,0.5447445740870266,0.5578088801463837,0.5512767271167052,False,9,Left,Down,519,319,654,318,-0.03355723600937245,0.13288028302623206
1743122686.402603,0.5520705527568945,0.5512131873909676,0.5516418700739311,False,9,Left,Down,520,319,654,318,-0.035549150594643725,0.13462707427704862
1743122686.439998,0.5371500580826062,0.5641223996986944,0.5506362288906503,False,9,Left,Down,520,318,654,318,-0.03220836399115156,0.12869587945679056
1743122686.473137,0.5198918734896169,0.5405285672488713,0.530210220369244,False,9,Left,Down,521,318,654,318,-0.03225498020241166,0.11005719565259348
1743122686.50588,0.5070301724571877,0.5273792917705229,0.5172047321138553,False,9,Left,Down,521,318,655,318,-0.025791487376780428,0.08489512986771547
1743122686.5387661,0.5431746942191279,0.5290567221109355,0.5361157081650316,False,9,Left,Down,523,318,656,317,-0.011165539138012721,0.11620203263939383
1743122686.572892,0.5438150578761404,0.5532679704980951,0.5485415141871177,False,9,Left,Down,523,318,657,317,-0.005719908475666537,0.10532018099608803
1743122686.604801,0.5413698812360571,0.5494430672573992,0.5454064742467282,False,9,Left,Down,523,318,657,317,-0.0030998300368371666,0.1003012165175195
1743122686.638517,0.5614537850634365,0.5465998646661681,0.5540268248648023,False,9,Left,Down,524,318,658,317,-0.0027641987992113905,0.0919727627359716
1743122686.673831,0.5424861172639054,0.5548139798218858,0.5486500485428956,False,9,Left,Down,523,318,658,317,4.142414049273027e-05,0.09905904137118898
1743122686.706611,0.5541342219654266,0.5556264640709085,0.5548803430181676,False,9,Left,Down,523,318,658,317,-0.000571518559010227,0.07820591500272994
1743122686.738585,0.5638077838256149,0.544908145182881,0.554357964504248,False,9,Left,Down,524,318,658,317,-0.0029723600392541003,0.06845926803437458
1743122686.772112,0.560406352989968,0.5439979122512089,0.5522021326205884,False,9,Left,Down,524,318,658,317,0.00034420780523326464,0.08876899682039935
1743122686.805377,0.5610328325845855,0.5328982600266803,0.5469655463056329,False,9,Left,Down,523,317,658,317,-0.005026253320599517,0.0717640354231151
1743122686.837437,0.5473922032094924,0.5305168328517513,0.5389545180306219,False,9,Left,Down,522,318,656,316,-0.012091265904204881,0.08360206320292113
1743122686.8709881,0.5107238784139563,0.5237713112524945,0.5172475948332254,False,9,Left,Down,521,317,655,317,-0.027018797243940223,0.06934180801430717
1743122686.905925,0.538242168656561,0.5441997335103071,0.541220951083434,False,9,Left,Down,521,317,655,316,-0.029445501837162633,0.07279986557574297
1743122686.94001,0.5325685662735609,0.5392867415182979,0.5359276538959294,False,9,Left,Down,521,317,655,317,-0.03402804515022422,0.0979316901738923
1743122686.971872,0.539361842066124,0.5403527511564181,0.5398572966112711,False,9,Left,Down,520,318,654,317,-0.03830888170371768,0.09289616778420323
1743122687.004782,0.5307691049516999,0.5334474607299764,0.5321082828408381,False,9,Left,Down,520,317,654,316,-0.037790608633486385,0.08358566404524742
1743122687.0390432,0.5050318002855536,0.49241729139079754,0.4987245458381756,False,9,Left,Down,520,318,653,317,-0.04197295163433458,0.057208466724839646
1743122687.070988,0.5146405090976166,0.5076006828030395,0.511120595950328,False,9,Left,Down,519,317,653,317,-0.035945731386451324,0.017181308657347405
1743122687.105087,0.5284452153701035,0.4934391882345711,0.5109422018023373,False,9,Left,Down,519,318,653,317,-0.03823943875695478,0.027408043112568337
1743122687.13885,0.5388126743418717,0.5151208952155815,0.5269667847787266,False,9,Left,Down,519,318,653,317,-0.03750355360194783,0.06093313161192354
1743122687.1729321,0.5458372430349309,0.5153964781044008,0.5306168605696658,False,9,Left,Down,519,318,653,317,-0.043115355606503945,0.03711082239893587
1743122687.204896,0.5582176676441478,0.5276783942755102,0.542948030959829,False,9,Left,Down,519,318,653,317,-0.04060648296958498,0.07316386997959695
1743122687.23889,0.5638155592833483,0.5391654449380573,0.5514905021107028,False,9,Left,Down,519,318,653,317,-0.040846530740966246,0.07078967261529906
1743122687.271842,0.5559030338791365,0.5177884618438462,0.5368457478614914,False,9,Left,Down,519,319,653,317,-0.04748515952432145,0.05469179548922226
1743122687.30497,0.546903450319452,0.5486380481562818,0.547770749237867,False,9,Left,Down,519,319,653,317,-0.04021655503428114,0.08698918741480371
1743122687.3388999,0.5404433162928132,0.5473463553104356,0.5438948358016245,False,9,Left,Down,519,319,653,318,-0.03889765274071756,0.0830129226834107
1743122687.3726132,0.5616857139839347,0.5413972827397292,0.551541498361832,False,9,Left,Down,519,319,653,318,-0.04189654017392111,0.08356103389792785
1743122687.4059782,0.5573199728260869,0.5500534332553415,0.5536867030407142,False,9,Left,Down,519,320,653,319,-0.03733068292678844,0.11484942306728668
1743122687.437888,0.5083277314720097,0.5116749168859311,0.5100013241789705,False,9,Left,Down,521,320,655,319,-0.0207044889764599,0.06594024215212985
1743122687.4720068,0.504214755673886,0.5048192901074924,0.5045170228906892,False,9,Left,Down,522,321,655,320,-0.013794751967133699,0.04998460152902778
1743122687.505117,0.5433546759603681,0.5422734038688438,0.542814039914606,False,9,Left,Down,522,322,656,320,5.13176101767307e-05,0.07923132769405222
1743122687.538391,0.5329588234778285,0.5230335372189912,0.5279961803484099,False,9,Left,Down,522,322,656,320,-0.006927060684576294,0.08155778401818586
1743122687.5716212,0.5424559728660412,0.5567110894860886,0.5495835311760648,False,9,Left,Down,523,322,657,321,-0.0008935316002774453,0.08327065088374613
1743122687.605356,0.5741599241189119,0.5865656949100198,0.5803628095144658,False,9,Left,Down,523,322,657,321,0.007060911377873607,0.11998497742245978
1743122687.63988,0.5540019550760433,0.5762984514121497,0.5651502032440965,False,9,Left,Down,522,323,657,321,0.0023893456831203946,0.11588814021834032
1743122687.671264,0.5368664281751422,0.5374397683942045,0.5371530982846733,False,9,Left,Down,522,323,657,322,-0.0013301284450519812,0.12231849820913615
1743122687.7048378,0.5325345116823981,0.5416993596233771,0.5371169356528875,False,9,Left,Down,523,323,657,322,-0.0031359593805437083,0.11746369546591634
1743122687.738278,0.5173050380498703,0.5115874755754658,0.514446256812668,False,9,Left,Down,523,324,657,323,0.000597992230771064,0.0687215984618122
1743122687.771158,0.43481496153619664,0.4481375721223488,0.4414762668292727,False,9,Left,Down,520,326,655,324,-0.019655151977444805,0.029711427255928735
1743122687.805266,0.25762426907217695,0.3179832318883901,0.2878037504802835,False,9,Left,Down,519,328,653,327,-0.027031642650736435,-0.02657667968045868
1743122687.8390698,0.265318374869355,0.2347600619345037,0.25003921840192933,False,9,Left,Down,519,328,654,328,-0.027451311690935273,-0.11643845505427447
1743122687.8721092,0.3563784133389197,0.28938135788589336,0.32287988561240655,False,9,Left,Down,521,328,654,327,-0.027675078244341594,-0.10915252383495305
1743122687.9039161,0.38737288270278825,0.3666581251221793,0.3770155039124838,False,9,Left,Down,520,328,653,327,-0.02911237493376367,-0.05905572765006367
1743122687.938146,0.3795045045045045,0.41755344512437415,0.39852897481443933,False,9,Left,Down,520,328,653,327,-0.025457480185784247,-0.03478321834220138
1743122687.968894,0.3879679074806304,0.4200744720498943,0.40402118976526236,False,9,Left,Down,520,328,653,327,-0.027906976007545096,-0.04229524706444904
1743122688.0052,0.40918128229985234,0.4227596860641665,0.41597048418200944,False,9,Left,Down,521,328,653,327,-0.02628279824228634,-0.03567187108872488
1743122688.038464,0.405438127704101,0.40211990245233153,0.40377901507821623,False,9,Left,Down,521,328,654,327,-0.022475928922663493,0.027574492180250154
1743122688.0725288,0.4082867982437444,0.40575774965252914,0.4070222739481368,False,9,Left,Down,520,328,653,327,-0.025816453788827597,0.004776416793650873
1743122688.1052449,0.3929830065791194,0.4362727235654177,0.41462786507226856,False,9,Left,Down,521,328,654,326,-0.015204699536418809,0.007116900514841429
